关键词,公司名称,法人,登记状态,成立日期,统一社会信用代码,注册资本,实缴资本,工商注册号,纳税人识别号,组织机构代码,行业,注册地址,经营范围
数据评估,云南云松房地产评估咨询有限公司宣威分公司,龙琼花,存续,2010-01-04,91530381550100970B,-,-,530381100008542,91530381550100970B,55010097-0,商务服务业,云南省曲靖市宣威市双龙街道文化路新民小区16-2号,土地评估；代写土地登记申请所需文件，代办土地登记所需的图件、数据成果，代办土地申请、指界，领取土地证书，提供土地登记业务，土地权属相关法律咨询；房地产评估；不动产测绘。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据评估,云南龙马财税数据分析事务有限公司,王伟名,存续,2014-05-08,91530802098749609U,200万人民币,-,532701100021875,91530802098749609U,09874960-9,商务服务业,云南省普洱市思茅区振兴大道茗源香居8幢-4层1号,许可项目：代理记账；注册会计师业务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：财政资金项目预算绩效评价服务；财务咨询；税务服务；市场主体登记注册代理；业务培训（不含教育培训、职业技能培训等需取得许可的培训）；大数据服务；数据处理服务；数据处理和存储支持服务；社会经济咨询服务；办公服务；工程造价咨询业务；金融信息服务；资产评估。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据评估,,,,,12532801MB1Q26054W,,,,,,,,
数据评估,,,,,12530000MB1K693079,,,,,,,,
数据评估,云南蓝海大数据分析科技有限公司,陈德怀,存续,2011-07-11,915301035772898309,100万人民币,100万人民币,530100100261323,915301035772898309,57728983-0,商务服务业,云南省昆明市盘龙区穿金路205号霖岚广场B栋B-3009号,一般项目：数据处理服务；大数据服务；互联网数据服务；社会稳定风险评估；云计算装备技术服务；社会经济咨询服务；乡镇经济管理服务；企业管理咨询；财务咨询；信息技术咨询服务；破产清算服务；财政资金项目预算绩效评价服务；公共资源交易平台运行技术服务；咨询策划服务；对外承包工程。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据评估,云南云通资产评估有限责任公司,赵云露,存续,2019-06-21,91530111MA6NX7CK89,100万人民币,-,530111000701474,91530111MA6NX7CK89,MA6NX7CK-8,商务服务业,云南省昆明市盘龙区二环东路下河埂江东时代花园A幢3611号,资产评估；房地产评估；资产组合评估；企业价值评估；绩效评估；评估数据信息管理；企业经营效益审核；工程核价；财务、税务知识咨询；企业管理咨询；信用管理咨询；税务登记代理；车辆价值评估；车辆修复费用评估；车辆损失评估；火灾财产损失评估；交通事故财产损失评估；涉案财产、投资入股财产、拍卖财产价格评估鉴定及价格咨询；工程造价咨询。（依法须经批准的项目，经相关部门批准后方可开展经营活动）
数据评估,,,,,12532823MB1Q15857G,,,,,,,,
数据评估,云南优化不动产评估咨询有限公司,苏永良,存续,2002-10-29,915300007414900945,200万人民币,200万人民币,530000100062070,915300007414900945,74149009-4,土地管理业,云南省昆明市盘龙区金实小区宏实园11幢10楼,许可项目：测绘服务；国土空间规划编制（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以审批结果为准）\u3000一般项目：不动产登记代理服务；资产评估；以自有资金从事投资活动；土地调查评估服务；房地产评估；信息咨询服务（不含许可类信息咨询服务）；土地整治服务；商务代理代办服务；数据处理服务；法律咨询（不包括律师事务所业务）；企业管理咨询；企业形象策划；企业管理；社会经济咨询服务；工程造价咨询业务；房地产咨询；规划设计管理（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）。
数据评估,云南联启财损鉴定资产评估中心（普通合伙）,,存续,2021-07-07,91530102MA6QEUDP7G,,-,530102200513355,91530102MA6QEUDP7G,MA6QEUDP-7,科技推广和应用服务业,,一般项目：资产评估；知识产权服务；房地产中介服务；法律咨询；互联网数据服务；社会经济咨询；项目可行性研究报告的编制；法律咨询；企业管理咨询（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据评估,云南瑞尔房地产土地资产评估有限公司,李欣,存续,1999-12-28,91530000719404129M,200万人民币,200万人民币,530000100040145,91530000719404129M,71940412-9,商务服务业,云南省昆明市南屏街88号世纪广场C2幢19楼B-C单元,许可项目：测绘服务。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：房地产评估；房地产咨询；住房租赁；土地调查评估服务；不动产登记代理服务；土地整治服务；资产评估；信息咨询服务（不含许可类信息咨询服务）；市场营销策划；社会稳定风险评估；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；互联网数据服务；图文设计制作；平面设计；安全咨询服务；工程造价咨询业务；工程管理服务；企业信用调查和评估；企业管理。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
数据评估,西藏迅嘉迪工程技术有限公司,李世斌,存续,2010-07-30,9154000068682410X0,1000万人民币,500万人民币,540000200001429,9154000068682410X0,68682410-X,土木工程建筑业,西藏自治区拉萨市柳梧新区国际总部城6-1-1-1,一般项目：工程技术服务、工程管理服务、工程监理服务；工程设计及施工服务：建筑工程、市政工程、交通工程、环保工程、水利工程、水土保持工程、环境景观工程、城市园林景观工程、生态恢复工程、规划设计、文物保护工程；工程勘察设计及施工服务：地质灾害治理、工程地质勘察、供水井勘察、边坡工程施工、地基施工及地基处理、超前钻探工程；工程测量服务、不动产测绘服务、测绘航空摄像服务、摄像测量与遥感服务、地理信息系统服务；环境影响评价及环保验收；水土保持及水土保持监测；建设项目用地选址；矿产资源评估；行洪论证；地震安全性评价；土地复垦复耕；基本农田补划；地质灾害评估咨询服务；节能评估咨询服务；消防安全评估咨询服务；草原林业技术咨询服务；土地整治服务；信息技术咨询服务；数据处理服务；数据加工服务；计算机软硬件研发及技术服务；市场营销策划；设计、制作、代理、发布广告；会议及展览展示服务；企业管理服务（不含投资管理与投资咨询服务）；矿产品、农作物种子、草种、农业技术研发、技术服务；仓储服务（不含危险化学品与易制毒化学品）；物流服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,西藏宏伟勘察设计工程有限公司,杨勇,存续,2016-06-13,91540191MA6T1CMM2H,600万人民币,-,540191200006752,91540191MA6T1CMM2H,MA6T1CMM-2,土木工程建筑业,西藏自治区拉萨市柳梧新区国际总部城1号楼311室,许可项目：建设工程设计；建设工程勘察；建设工程质量检测；水利工程质量检测；建设工程监理；公路工程监理；水利工程建设监理；地质灾害治理工程施工；地质灾害危险性评估；地质灾害治理工程监理；地质灾害治理工程勘查；地质灾害治理工程设计；测绘服务；建设工程施工；国土空间规划编制；矿产资源勘查（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证件为准）一般项目：工程管理服务；工程造价咨询业务；信息技术咨询服务；环保咨询服务；安全咨询服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；水利相关咨询服务；软件开发；地质灾害治理服务；气候可行性论证咨询服务；地理遥感信息服务；绘图、计算及测量仪器销售；不动产登记代理服务；土地整治服务；土地调查评估服务；规划设计管理；数据处理和存储支持服务；互联网数据服务；社会稳定风险评估；基础地质勘查；水文服务；水土流失防治服务；地质勘查技术服务；矿产资源储量估算和报告编制服务；环境保护监测；生态资源监测；工程技术服务（规划管理、勘察、设计、监理除外）；工业工程设计服务；公路水运工程试验检测服务；设备监理服务；水利情报收集服务；市政设施管理；环境卫生管理（不含环境质量监测，污染源检查，城市生活垃圾、建筑垃圾、餐厨垃圾的处置服务）（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,西藏数喆数据科技有限公司,谭继军,存续,2023-04-20,91540191MACGH9MP5E,500万人民币,-,,91540191MACGH9MP5E,MACGH9MP-5,互联网和相关服务,西藏拉萨市城关区纳金街道加荣社区加荣五组158号锦鸿公寓3楼315号,一般项目：互联网数据服务；卫星遥感应用系统集成；数据处理和存储支持服务；云计算设备销售；云计算装备技术服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息咨询服务（不含许可类信息咨询服务）；企业管理；组织文化艺术交流活动；教学专用仪器销售；教学用模型及教具销售；文化用品设备出租；玩具销售；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；电子产品销售；移动终端设备销售；软件开发；软件销售；数据处理服务；专业设计服务；水利情报收集服务；海洋环境服务；海洋服务；海洋气象服务；水利相关咨询服务；环境保护监测；地震服务；森林防火服务；信息技术咨询服务；土地整治服务；土地调查评估服务；土壤污染治理与修复服务；土壤环境污染防治服务；土壤及场地修复装备销售；农业面源和重金属污染防治技术服务；环境应急检测仪器仪表销售；固体废弃物检测仪器仪表销售；生态资源监测；农林牧渔专用仪器仪表销售；海洋环境监测与探测装备销售；环境保护专用设备销售；市政设施管理；水污染治理；水环境污染防治服务；水质污染物监测及检测仪器仪表销售；绘图、计算及测量仪器销售；导航、测绘、气象及海洋专用仪器销售；工程技术服务（规划管理、勘察、设计、监理除外）；地理遥感信息服务；信息系统集成服务；农业园艺服务；智能农业管理；农业机械服务；与农业生产经营有关的技术、信息、设施建设运营等服务；农业专业及辅助性活动；智能农机装备销售；灌溉服务；农业科学研究和试验发展；农作物病虫害防治服务；林业有害生物防治服务；林业机械服务；林业产品销售；市场调查（不含涉外调查）；气候可行性论证咨询服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,西藏文悟文化大数据有限责任公司,巴桑曲珍,存续,2023-11-09,91542223MAD29MYC6J,1000万人民币,-,542223100000800,91542223MAD29MYC6J,MAD29MYC-6,互联网和相关服务,西藏自治区山南市贡嘎县长沙路援藏家园,一般项目：大数据服务；数据处理服务；互联网数据服务；数据处理和存储支持服务；计算机系统服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；科技中介服务；广告设计、代理；组织文化艺术交流活动；软件销售；进出口代理；货物进出口；技术进出口；文艺创作；专业设计服务；数字内容制作服务（不含出版发行）；规划设计管理；文化场馆管理服务；艺（美）术品、收藏品鉴定评估服务；工艺美术品及收藏品零售（象牙及其制品除外）；工艺美术品及收藏品批发（象牙及其制品除外）；珠宝首饰批发；珠宝首饰零售；生物化工产品技术研发；新兴能源技术研发；新材料技术研发；新材料技术推广服务；软件开发；涂料制造（不含危险化学品）；油墨制造（不含危险化学品）；颜料制造；合成材料制造（不含危险化学品）；钟表与计时仪器制造；化工产品销售（不含许可类化工产品）；会议及展览服务；企业会员积分管理服务；工程和技术研究和试验发展；自然科学研究和试验发展；涂料销售（不含危险化学品）；油墨销售（不含危险化学品）；生态环境材料销售；第二类医疗器械销售；第一类医疗器械销售；卫生用品和一次性使用医疗用品销售；合成材料销售；建筑装饰材料销售；橡胶制品销售；日用玻璃制品销售；技术玻璃制品销售；金属制品销售；日用化学产品销售；电子产品销售；电池销售；石墨烯材料销售；租赁服务（不含许可类租赁服务）；非居住房地产租赁（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）许可项目：网络文化经营；第二类增值电信业务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证件为准）
数据评估,西藏金鼎实业集团有限公司,田映红,存续,2016-08-26,91540195MA6T1G8X4W,10000万人民币,-,540195200013179,91540195MA6T1G8X4W,MA6T1G8X-4,房屋建筑业,拉萨市柳梧新区花样年华奥特莱斯12楼,许可项目：建设工程监理；建设工程勘察；建设工程设计；建设工程施工（除核电站建设经营、民用机场建设）；建筑劳务分包；矿产资源勘查；食品销售（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证为准）一般项目：工程管理服务；工程造价咨询业务；工业工程设计服务；规划设计管理；工业设计服务；安全技术防范系统设计施工服务；园林绿化工程施工；体育场地设施工程施工；土石方工程施工；对外承包工程；金属门窗工程施工；城市绿化管理；工程和技术研究和试验发展；财务咨询；资产评估；企业管理；建筑工程机械与设备租赁；租赁服务（不含许可类租赁服务）；小微型客车租赁经营服务；住房租赁；专用设备修理；机动车修理和维护；办公用品销售；劳动保护用品销售；汽车零配件零售；服装服饰零售；玩具销售；日用百货销售；塑料制品销售；工艺美术品及礼仪用品销售（象牙及其制品除外）；电子产品销售；机械设备销售；化妆品零售；食品销售（仅销售预包装食品）；第一类医疗器械销售；第二类医疗器械销售；五金产品零售；云计算装备技术服务；工业互联网数据服务；普通机械设备安装服务；工业控制计算机及系统销售；互联网销售（除销售需要许可的商品）；互联网设备销售；互联网安全服务；互联网数据服务；人工智能基础资源与技术平台；信息系统运行维护服务；通讯设备销售；电力电子元器件销售；机械电气设备销售；环保咨询服务；建设工程消防验收现场评定技术服务；防腐材料销售（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,湖北国泰房地产土地资产评估有限公司西藏分公司,李想,存续,2022-04-06,91540195MA7LMY4C5E,-,-,540195280008008,91540195MA7LMY4C5E,MA7LMY4C-5,土地管理业,拉萨市柳梧新区北京大道南岸天都19栋1单元302室,一般项目：房地产咨询；房地产评估；资产评估；社会稳定风险评估；房屋拆迁服务；土地整治服务；土地调查评估服务；不动产登记代理服务；信息技术咨询服务；数据处理和存储支持服务；工程造价咨询业务；破产清算服务；财政资金项目预算绩效评价服务；企业管理咨询；市场营销策划；工程管理服务；市场调查（不含涉外调查）（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,西藏云使软件与大数据设计管理有限公司,泽仁措姆,存续,2021-04-01,91540195MAB0454M8X,200万人民币,-,540195100008346,91540195MAB0454M8X,MAB0454M-8,软件和信息技术服务业,拉萨市柳梧新区浙商国际总部城柳梧蜂巢1号楼九楼,一般项目：计算机及手机软件开发方案设计；计算机及手机软件的开发、服务、销售及维护；硬件的设计、开发、生产、销售及安装；计算机软硬件技术研究、技术服务、技术转让；系统集成的设计、调试及维护；规划设计；科研编制、项目建议书编制项目可行性研究报告编制；项目申请报告的编制；资金申请报告编制；项目及方案评估；工程设计；通讯网络、建筑工程、通信工程的设计及指导；公共安全技术防范系统设计、安装、维护、运营；安防工程设计及施工；安防产品、消防设备的销售；网络信息系统集成；互联网数据服务（不含电信、银行、金融、证券的延伸业务）；互联网技术服务；网络技术服务；软件外包服务；工程管理服务；互联网运营策划；商标代理；版权代理；专利代理；质量管理体系认证代理服务；高新技术企业认证代理服务；环境技术推广服务；数据处理与存储服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,湖北大鹏房地资产评估有限公司西藏分公司,袁勤义,存续,2023-03-23,91540195MACC8LUQ4P,-,-,,91540195MACC8LUQ4P,MACC8LUQ-4,土地管理业,西藏自治区拉萨市柳梧新区拉萨市柳梧新区祥云华府10栋1单元1001室,一般项目：物业服务评估；企业信用调查和评估；社会稳定风险评估；房屋拆迁服务；土地整治服务；土地调查评估服务；不动产登记代理服务；自然生态系统保护管理；水土流失防治服务；房地产咨询；工程管理服务；软件开发；信息系统集成服务；智能控制系统集成；数据处理和存储支持服务；数据处理服务；企业管理；企业管理咨询；房地产评估；凭总公司授权开展经营活动（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,西藏旭界评估咨询有限公司,刘美娇,存续,2023-11-09,91540194MAD3X8N60Q,200万人民币,-,540194200057974,91540194MAD3X8N60Q,MAD3X8N6-0,软件和信息技术服务业,西藏自治区拉萨市金珠西路107号-109号（圣城锦苑）B栋8楼8820室,一般项目：市场调查（不含涉外调查）；市场营销策划；社会稳定风险评估；社会调查（不含涉外调查）；企业管理咨询；信息技术咨询服务；互联网数据服务；数据处理服务；咨询策划服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,一号车市控股有限公司,孙冠群,存续,2016-12-22,91540091MA6T1TLP7D,30000万人民币,30000万人民币,540091200031628,91540091MA6T1TLP7D,MA6T1TLP-7,零售业,武汉经济技术开发区江城大道538号E栋10层10E12-1,汽车新车销售;新能源汽车整车销售;汽车旧车销售;汽车零配件零售;汽车装饰用品销售;汽车租赁;电动汽车充电基础设施运营;二手车经纪;摩托车及零配件零售;二手车鉴定评估;汽车拖车、求援、清障服务;机动车修理和维护;机动车改装服务;二手车交易市场经营;机动车检验检测服务;互联网数据服务;数据处理和存储支持服务;大数据服务;企业管理咨询;信息技术咨询服务;会议及展览服务
数据评估,四川高正融信房地产土地资产评估有限公司西藏分公司,李超,存续,2021-04-21,91540302MAB04B703Q,-,-,540302280000628,91540302MAB04B703Q,MAB04B70-3,房地产业,西藏自治区昌都市卡若区夏通花园2栋2单元9楼2号,一般项目：房地产价格评估、房地产经纪咨询服务；土地调查评估；软件开发；销售及技术咨询服务；信息技术咨询服务（不含信息技术培训服务）；数据处理和储存服务；财务咨询服务；税务咨询服务；企业管理咨询服务；房屋拆除服务（不含爆破）；环境评估服务；科技项目评估服务；工程管理服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,西藏天测测绘技术咨询有限公司,王钰云,存续,2009-07-15,91540100686805371Q,1000万人民币,50万人民币,5401001001349,91540100686805371Q,68680537-1,专业技术服务业,西藏自治区拉萨市达孜区德庆镇工业园区虎峰大道11号,测绘技术咨询、服务；摄影测量与遥感；测绘仪器及配件的销售；电脑及配件的销售；工程测量；不动产测绘；行政区域界限测量；测绘数据处理与技术服务；地理信息系统、遥感、定位系统软件开发及销售、技术咨询、技术转让、技术服务；计算机信息系统集成；智慧城市、数字城市的建设规划、设计实施及咨询与技术服务；地质灾害评估监测；土地整治工程技术咨询与技术服务；高标准农田的建设；土地规划、耕地保护规划、土地生态建设规划及其他专项规划的编制、设计、论证、咨询服务。【依法须经批准的项目，经相关部门批准后方可经营活动】
数据评估,西藏德众地理信息有限公司,归桑卓玛,存续,2010-06-18,91540000686822147H,3000万人民币,3000万人民币,540000200001148,91540000686822147H,68682214-7,专业技术服务业,西藏拉萨市达孜工业园区虎峰大道11号,许可项目：测绘服务；地质灾害危险性评估；地质灾害治理工程施工；国土空间规划编制（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：卫星遥感应用系统集成；地理遥感信息服务；导航、测绘、气象及海洋专用仪器销售；智能无人飞行器销售；绘图、计算及测量仪器销售；软件开发；工程和技术研究和试验发展；互联网数据服务；信息系统集成服务；地质勘查技术服务；基础地质勘查；地质灾害治理服务；土地调查评估服务；土地整治服务；环境保护监测；生态资源监测；林业专业及辅助性活动；规划设计管理；工程技术服务（规划管理、勘察、设计、监理除外）；数据处理和存储支持服务；信息技术咨询服务；住房租赁；办公设备租赁服务；计算机及通讯设备租赁；运输设备租赁服务；租赁服务（不含许可类租赁服务）；不动产登记代理服务（以上经营范围以登记机关核定为准）
数据评估,西藏君邦北斗大数据科技有限公司,林志,存续,2018-09-20,91540191MA6TC76J2A,1000万人民币,-,540191100000870,91540191MA6TC76J2A,MA6TC76J-2,软件和信息技术服务业,西藏拉萨市江苏大道26号（小微企业集中创新创业基地）,技术服务、技术开发、技术推广；计算机软件及辅助设备、电子产品、数码产品销售；软件开发、数据处理（数据处理中的银行卡中心、PUE值在1.5以上的云计算数据中心除外）运行维护服务；物联网系统；感知网络；传感器；人工智能；智慧平台；数据处理和存储服务；网站设计与开发；计算机系统集成；计算机网络工程设计；消防安全评估；市场营销策划，会议展览服务；文化交流活动策划；艺术品销售。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
数据评估,西藏思极科技服务有限公司,刘志永,存续,2020-12-30,91540100MAB03L5Y05,5000万人民币,5000万人民币,540100100106816,91540100MAB03L5Y05,MAB03L5Y-0,电信、广播电视和卫星传输服务,西藏自治区拉萨市城关区夺底路17号,许可项目：基础电信业务；第一类增值电信业务；第二类增值电信业务；建设工程设计；建设工程施工；输电、供电、受电电力设施的安装、维修和试验；测绘服务；互联网信息服务；检验检测服务；出版物零售；出版物批发（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：5G通信技术服务；光通信设备销售；通信设备销售；通讯设备销售；移动通信设备销售；移动终端设备销售；工程管理服务；特种作业人员安全技术培训；计算机及通讯设备租赁；蓄电池租赁；仓储设备租赁服务；非居住房地产租赁；住房租赁；光伏发电设备租赁；导航、测绘、气象及海洋专用仪器销售；地理遥感信息服务；卫星导航服务；卫星移动通信终端销售；互联网安全服务；互联网数据服务；工业互联网数据服务；数据处理和存储支持服务；数据处理服务；区块链技术相关软件和服务；互联网设备销售；互联网销售（除销售需要许可的商品）；个人互联网直播服务；人工智能基础软件开发；人工智能应用软件开发；人工智能公共数据平台；人工智能基础资源与技术平台；人工智能双创服务平台；可穿戴智能设备销售；智能输配电及控制设备销售；物联网技术服务；物联网应用服务；物联网技术研发；物联网设备销售；数字视频监控系统销售；在线能源监测技术研发；在线能源计量技术研发；新兴能源技术研发；资源再生利用技术研发；运行效能评估服务；信息技术咨询服务；信息系统集成服务；软件开发；网络技术服务；网络设备销售；信息安全设备销售；信息系统运行维护服务；广告设计、代理；广告制作；广告发布；会议及展览服务；云计算设备制造；云计算装备技术服务；电力电子元器件制造；电子元器件与机电组件设备销售；电子产品销售；新材料技术推广服务；新材料技术研发；知识产权服务（专利代理服务除外）；安全咨询服务；科技中介服务；供应链管理服务；节能管理服务；工业设计服务；国内贸易代理（以上经营范围以登记机关核定为准）
数据评估,西藏国采项目顾问有限公司,钟玉泉,存续,2022-11-24,91540195MAC4AH5PXC,500万人民币,-,540195100010340,91540195MAC4AH5PXC,MAC4AH5P-X,土木工程建筑业,西藏自治区拉萨市柳梧新区察古大道浙商国际小区9号楼8层,一般项目：工程管理服务；工程造价咨询业务；政府采购代理服务；招投标代理服务；财政资金项目预算绩效评价服务；采购代理服务；企业管理咨询；社会稳定风险评估；园林绿化工程施工；规划设计管理；单建式人防工程监理；房地产咨询；房地产评估；信息系统集成服务；软件开发；网络与信息安全软件开发；信息技术咨询服务；网络技术服务；安全技术防范系统设计施工服务；信息系统运行维护服务；安全系统监控服务；社会经济咨询服务；环保咨询服务；项目策划与公关服务；会议及展览服务；图文设计制作；运行效能评估服务；大数据服务；安全咨询服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）许可项目：建设工程勘察；建设工程设计；建筑劳务分包；水利工程建设监理；建设工程监理；公路工程监理；建设工程施工；住宅室内装饰装修；司法鉴定服务；地质灾害治理工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证为准）
数据评估,西藏昌都大数据文化产权交易中心,刘勇,,2015-11-05,91540300MA6T11AD2U,5000万人民币,-,540300200003880,91540300MA6T11AD2U,MA6T11AD-2,互联网和相关服务,西藏昌都市经济开发A区,承担文化产权交易，办理各类文化产权登记托管，开展与文化艺术品相关的文化艺术品鉴定、评估、托管；各类文化产权版权交易、大数据交易及大数据相关衍生业务、钱币、邮票藏品电子交易、旅游文化产权交易与服务。【依法须经批准的项目，经相关部门批准后，方可开展经营活动。】
数据评估,武汉弘晖房地产资产评估有限公司西藏分公司,盛艳,存续,2023-04-03,91540400MACDNWYL10,-,-,540400280004457,91540400MACDNWYL10,MACDNWYL-1,土地管理业,西藏自治区林芝市巴宜区八一镇永久片区富丽名城34-3-701室,一般项目：房地产评估；房地产经纪；房地产咨询；房屋拆迁服务；资产评估；知识产权服务（专利代理服务除外）；土地整治服务；土地调查评估服务；不动产登记代理服务；工程管理服务；工程技术服务（规划管理、勘察、设计、监理除外）；软件开发；地理遥感信息服务；信息技术咨询服务；基于云平台的业务外包服务；社会稳定风险评估；财政资金项目预算绩效评价服务；社会经济咨询服务；环保咨询服务；法律咨询（不含依法须律师事务所执业许可的业务）；企业管理咨询；融资咨询服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；与农业生产经营有关的技术、信息、设施建设运营等服务；物业服务评估；承接档案服务外包；软件外包服务；互联网数据服务；以自有资金从事投资活动；创业投资（限投资未上市企业）；自有资金投资的资产管理服务；信息咨询服务（不含许可类信息咨询服务）；土地使用权租赁；住房租赁；非居住房地产租赁；薪酬管理服务；矿产资源储量估算和报告编制服务；市场调查（不含涉外调查）；社会调查（不含涉外调查）；劳务服务（不含劳务派遣）；企业信用调查和评估；价格鉴证评估；艺（美）术品、收藏品鉴定评估服务；运行效能评估服务；土壤环境污染防治服务；土壤污染治理与修复服务；科技中介服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,西藏豫创财税管理有限公司,吴立新,存续,2018-10-16,91540195MA6TCAJ91H,200万人民币,-,540195200044033,91540195MA6TCAJ91H,MA6TCAJ9-1,商务服务业,西藏自治区拉萨市柳梧新区海亮天城11-5号301室,许可项目：代理记账；专利代理（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证为准）一般项目：市场主体登记注册代理；商标代理；知识产权服务（专利代理服务除外）；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；广告制作；广告发布；数据处理和存储支持服务；市场调查（不含涉外调查）；特种劳动防护用品销售；劳动保护用品销售；信息技术咨询服务；信息咨询服务（不含许可类信息咨询服务）；商务秘书服务；商务代理代办服务；家政服务；专业保洁、清洗、消毒服务；酒店管理；物业服务评估；物业管理；会议及展览服务；科技中介服务；企业管理；企业管理咨询；软件开发；软件销售；软件外包服务；信息系统运行维护服务；信息系统集成服务；票据信息咨询服务；计算机及办公设备维修；保险公估业务；租赁服务（不含许可类租赁服务）；寄卖服务；大数据服务；税务服务；政府采购代理服务；企业信用管理咨询服务；创业空间服务；不动产登记代理服务；代驾服务；房地产咨询；广告设计、代理；版权代理；销售代理；办公用品销售；道路货物运输站经营；市场营销策划；报检业务；承包或接受委托经营管理企业（限外国（地区）企业在中国境内从事生产经营活动）；人工智能双创服务平台；人工智能公共服务平台技术咨询服务；人工智能公共数据平台；计算机软硬件及辅助设备零售；人工智能基础软件开发；办公服务；园区管理服务；承接档案服务外包；专业设计服务；电影摄制服务；旅游开发项目策划咨询；计算器设备销售；办公设备耗材销售；打字复印（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
数据评估,西藏辰共科技有限公司,高宁,存续,2019-10-22,91540195MA6TF0U15P,1000万人民币,-,540195200060930,91540195MA6TF0U15P,MA6TF0U1-5,专业技术服务业,西藏自治区拉萨市柳梧新区海亮颇章54幢2单元102号,许可项目：地质灾害治理工程设计；地质灾害危险性评估；地质灾害治理工程施工；地质灾害治理工程勘查；地质灾害治理工程监理；建设工程勘察；测绘服务；文物保护工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：计算机软硬件及辅助设备零售；软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；信息系统集成服务；互联网数据服务；数据处理和存储支持服务；数据处理服务；软件销售；人工智能应用软件开发；电子产品销售；通讯设备销售；机械设备销售；家用电器销售；网络设备销售；移动通信设备销售；化工产品销售（不含许可类化工产品）；地质灾害治理服务；地质勘查技术服务；基础地质勘查；雷达、无线电导航设备专业修理；地理遥感信息服务；微特电机及组件销售；人工智能通用应用系统；智能控制系统集成；人工智能行业应用系统集成服务；环境保护监测；生态资源监测；卫星遥感应用系统集成；气象观测服务；文物文化遗址保护服务；非物质文化遗产保护；园林绿化工程施工；城市公园管理；大数据服务；互联网安全服务；乡镇经济管理服务；供销合作社管理服务；园区管理服务；公共事业管理服务；通信设备销售；光通信设备销售；5G通信技术服务（以上经营范围以登记机关核定为准）
数据评估,西藏遥感地勘规划设计研究院,强甜甜,存续,2017-07-11,91540191MA6T3EWE7F,,-,540191200014990,91540191MA6T3EWE7F,MA6T3EWE-7,专业技术服务业,,地理图文的制作；广告设计、制作、代理、发布；互联网(不得从事金融、电信、银行的延伸业务)地图及电子地图的制作；导航产品的销售；地图数据化服务、导航定位服务；工程管理服务；工程勘察；工程设计；工程监理；信息系统集成及服务；建设工程承包；工程项目管理及技术服务；工程造价服务；水土保持方案编制；水土保持监测；水资源论证；建设项目环境影响评价报告编制；地质勘查；地质灾害治理工程勘查、设计、施工；地质灾害危险性评估报告编制；工程质量检测、环境监测；城乡规划编制；土地规划。
