公司名称,法人,登记状态,成立日期,统一社会信用代码,注册资本,实缴资本,工商注册号,纳税人识别号,组织机构代码,行业,注册地址,经营范围
昭通梽飞设计工程有限公司,王祥美,存续,2017/7/4,91530602MA6KTA9U4K,200万人民币,-,5.31E+14,91530602MA6KTA9U4K,MA6KTA9U-4,建筑装饰、装修和其他建筑业,云南省昭通市昭阳区太平街道办事处碧桂园24栋二单元702室,许可项目：施工专业作业；住宅室内装饰装修。（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门批准文件或许可证件为准）一般项目：专业设计服务；平面设计；工业设计服务；工业工程设计服务；工程技术服务（规划管理、勘察、设计、监理除外）；广告设计、代理；图文设计制作；集成电路设计；土石方工程施工；对外承包工程；园林绿化工程施工；金属门窗工程施工；劳务服务（不含劳务派遣）。（除依法须经批准的项目外，凭营业执照依法自主开展经营活动）
堆龙德庆智云科技有限公司,操隆兵,存续,2010/7/29,9.13401E+17,10000万人民币,10000万人民币,3.401E+14,9.13401E+17,55923033-3,商务服务业,西藏自治区拉萨市堆龙德庆区世邦欧郡1栋1单元504-29室,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；大数据服务；集成电路设计；互联网数据服务；网络与信息安全软件开发；人工智能通用应用系统；新兴能源技术研发（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
西藏智慧城市系统集成有限公司,李锦和,存续,2019/12/2,91540091MA6TF8KG6P,2000万人民币,-,5.40091E+14,91540091MA6TF8KG6P,MA6TF8KG-6,软件和信息技术服务业,拉萨经济技术开发区格桑路11号投资大厦4层,一般项目：网络与信息安全软件开发；租赁服务（不含许可类租赁服务）；信息技术咨询服务；数据处理服务；数据处理和存储支持服务；地理遥感信息服务；信息系统集成服务；安全系统监控服务；数字内容制作服务（不含出版发行）；人工智能公共服务平台技术咨询服务；人工智能公共数据平台；人工智能应用软件开发；智能控制系统集成；人工智能通用应用系统；人工智能行业应用系统集成服务；集成电路销售；集成电路设计；互联网数据服务；数字文化创意技术装备销售；广告制作；软件开发；安全技术防范系统设计施工服务；移动通信设备销售；移动终端设备销售；办公设备销售；办公设备耗材销售；办公用品销售；办公服务；计算机及办公设备维修；纸制品销售；计算机系统服务；日用百货销售；文具用品批发；计算机软硬件及辅助设备零售；承接档案服务外包（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）许可项目：建设工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证件为准）
西藏航信科技有限责任公司,杨才军,存续,2020/7/21,91540195MAB02JT047,1000万人民币,1000万人民币,5.40195E+14,91540195MAB02JT047,MAB02JT0-4,软件和信息技术服务业,西藏自治区拉萨市柳梧新区国际总部城6幢2单元2层2号,许可项目：互联网信息服务（依法须经批准的项目，经相关部门批准后方可开展经营活动）一般项目：软件开发；信息系统集成服务；信息系统运行维护服务；物联网技术服务；互联网安全服务；安全技术防范系统设计施工服务；信息技术咨询服务；云计算装备技术服务；网络技术服务；普通机械设备安装服务；集成电路芯片设计及服务；网络与信息安全软件开发；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；集成电路设计；网络设备销售；电子元器件零售；互联网设备销售；光通信设备销售；电子测量仪器销售；集成电路销售；电气信号设备装置销售；云计算设备销售；信息安全设备销售；数字视频监控系统销售；机械设备销售；办公设备耗材销售；办公设备销售；办公用品销售；电子元器件与机电组件设备销售；电子专用设备销售；电子产品销售；计算器设备销售；电器辅件销售；机械电气设备销售；通信设备销售；计算机软硬件及辅助设备零售；租赁服务（不含许可类租赁服务）；住房租赁；安防设备销售；工程技术服务（规划管理、勘察、设计、监理除外）；智能控制系统集成；专业设计服务；工业设计服务；人防工程设计；轨道交通运营管理系统开发；互联网数据服务（以上经营范围以登记机关核定为准）
西藏高争一伊科技有限公司,常为公,存续,2022/7/12,91540091MABT0E3Q32,4490万人民币,3690万人民币,5.40091E+14,91540091MABT0E3Q32,MABT0E3Q-3,软件和信息技术服务业,拉萨经济技术开发区A区林琼岗路18号西藏高争民爆股份有限公司办公楼四楼高争一伊办公室,一般项目：集成电路设计；集成电路芯片设计及服务；集成电路销售；人工智能行业应用系统集成服务；人工智能通用应用系统；人工智能基础软件开发；人工智能应用软件开发；人工智能硬件销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机软硬件及辅助设备批发；计算机软硬件及辅助设备零售；电子产品销售；电力电子元器件销售；电子专用设备销售；仪器仪表销售；移动终端设备销售；通讯设备销售；电竞信息科技；信息系统集成服务；安全系统监控服务；物联网技术研发；物联网技术服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
西藏北纬科技有限公司,江玉峰,存续,2012/5/31,91540100585769375C,2000万人民币,358万人民币,5.401E+14,91540100585769375C,58576937-5,零售业,拉萨经济技术开发区林琼岗路双创中心A栋11层拉萨经济技术投资发展有限公司1102号,音响设备、信息系统集成（不含三、四级）、网络产品、电子信息产品、通讯设备（不含无线电通讯设备）、办公自动化设备、仪器仪表、文化办公用品、计算机软硬件技术咨询和技术服务；软件开发、软件技术转让、软件技术服务；电子商务平台的开发建设；企业管理服务；信息系统集成服务；电气设备系统集成；信息技术咨询服务；集成电路设计。【依法需经批准的项目，经相关部门批准后，方可经营此项目】
西藏砺剑华海工程有限公司,张家豪,存续,2019/10/8,91540126MA6TEX57X7,800万人民币,-,5.40126E+14,91540126MA6TEX57X7,MA6TEX57-X,研究和试验发展,西藏自治区拉萨市达孜区达孜工业区创业基地大楼2－17－07E,环境检测与综合治理领域设备、检测系统设备、防护材料与产品、机电设备及配件的研发、系统开发、技术转让、技术服务、系统设计、系统集成、销售；建筑物及地下工程通风空调系统、给排水设备系统、供配电设备、机电设备的设计、系统集成、销售；智能电网、智能电力系统的研发、设计、销售与技术服务；通信线路和设备、计算机及辅助设备、电子设备及工程、电子自动化工程、安防系统、保安监控及防盗报警系统、智能化控制系统的设计、系统集成、销售；无线电及外部设备、多媒体产品的系统集成及无线数据产品（不含限制项目）的销售；计算机软件、信息系统软件的设计、技术咨询、集成、技术维护；集成电路设计、研发；工业设计、多媒体设计；经营进出口业务；国内贸易。【依法须经批准的项目，经相关部门批准后方可开展经营活动】
西藏启尔迅信息技术有限公司,闫天合,存续,2022/3/29,91540195MA7KGNDL2D,800万人民币,800万人民币,5.40195E+14,91540195MA7KGNDL2D,MA7KGNDL-2,软件和信息技术服务业,西藏自治区拉萨市柳梧新区北京大道长兴国际4栋1单元703室,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；专业设计服务；安全系统监控服务；信息系统集成服务；消防技术服务；集成电路设计；智能控制系统集成；计算器设备销售；网络设备销售；通讯设备销售；物联网设备销售；家用电器销售；音响设备销售；广播影视设备销售；数字视频监控系统销售；消防器材销售；机械设备销售；电气设备销售；太阳能热发电产品销售；光伏设备及元器件销售；人工智能硬件销售；电线、电缆经营；互联网设备销售；集成电路销售；软件销售；电子产品销售；云计算设备销售；办公设备销售；日用品销售；计算机及通讯设备租赁；机械设备租赁；办公设备租赁服务；广告制作；广告设计、代理；广告发布（以上经营范围以登记机关核定为准）
西藏万秋科技发展有限公司,,存续,2023/2/14,91540230MAC9J03T70,500万人民币,-,,91540230MAC9J03T70,MAC9J03T-7,商务服务业,西藏自治区日喀则市康马县大庆北路8号(公安局对面),一般项目：广告设计、代理；广告发布；广告制作；数字广告制作；数字广告发布；数字广告设计、代理；交通及公共管理用金属标牌制造；平面设计；文具用品批发；文具用品零售；交通及公共管理用标牌销售；电子产品销售；电子、机械设备维护（不含特种设备）；办公设备销售；人工智能硬件销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；安防设备销售；人工智能行业应用系统集成服务；数字视频监控系统销售；安全系统监控服务；安全技术防范系统设计施工服务；网络与信息安全软件开发；办公用品销售；纸制品销售；文化用品设备出租；租赁服务（不含许可类租赁服务）；办公设备耗材销售；计算机软硬件及辅助设备零售；音响设备销售；智能控制系统集成；人工智能通用应用系统；人工智能应用软件开发；环境监测专用仪器仪表销售；集成电路芯片及产品销售；电子专用材料销售；集成电路销售；信息安全设备销售；网络设备销售；互联网数据服务；软件开发；信息系统集成服务；集成电路设计；特种设备销售；智能基础制造装备销售；光通信设备销售；制冷、空调设备销售；园林绿化工程施工；体育场地设施工程施工；智能输配电及控制设备销售；体育用品及器材零售；服装制造；日用品销售；服装服饰零售；物业管理；专业设计服务；城市绿化管理；油墨销售（不含危险化学品）；办公服务；打字复印；计算机及办公设备维修；电子专用设备销售；计算器设备销售；五金产品零售；照相机及器材销售；日用杂品销售；显示器件销售；智能仓储装备销售；建筑装饰材料销售；环境卫生公共设施安装服务；建筑材料销售；日用百货销售；广播电视传输设备销售；信息技术咨询服务；网络技术服务；互联网设备销售；信息系统运行维护服务；商用密码产品销售；人工智能公共服务平台技术咨询服务；政府采购代理服务；图文设计制作；计算机系统服务；摄影扩印服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）许可项目：互联网信息服务；特种设备安装改造修理；建筑智能化系统设计；包装装潢印刷品印刷；印刷品装订服务；人防工程防护设备安装；网络文化经营；住宅室内装饰装修（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证为准）
西藏中烁科技服务有限公司,陈红,存续,2024/3/19,91540091MADD3PYQ6P,50万人民币,-,5.40091E+14,91540091MADD3PYQ6P,MADD3PYQ-6,软件和信息技术服务业,拉萨经济技术开发区北环路以东经开锦城苑5幢3单元1602室,一般项目：集成电路制造；集成电路销售；移动通信设备销售；移动终端设备销售；互联网设备销售；物联网技术研发；软件开发；人工智能应用软件开发；网络与信息安全软件开发；信息技术咨询服务；信息系统集成服务；数据处理和存储支持服务；集成电路设计；数字技术服务；计算机软硬件及辅助设备零售；计算机系统服务；信息安全设备销售；安全系统监控服务；数字视频监控系统销售；数字视频监控系统制造；电气信号设备装置制造；广播电视设备制造（不含广播电视传输设备）；通信设备制造；输变配电监测控制设备销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；智能家庭消费设备销售；办公用品销售；办公设备销售；复印和胶印设备销售；摄影扩印服务；半导体器件专用设备销售；变压器、整流器和电感器制造；办公设备耗材销售；教学专用仪器销售；太阳能热利用产品销售；消防器材销售；安防设备销售；气体、液体分离及纯净设备销售；体育消费用智能设备制造；环境应急技术装备销售；电力设施器材销售；导航、测绘、气象及海洋专用仪器销售；商用密码产品销售；广告设计、代理；广告制作；平面设计；劳务服务（不含劳务派遣）；计算机软硬件及外围设备制造；互联网安全服务；互联网数据服务；物联网设备销售；网络设备销售；网络技术服务；物联网技术服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
西藏鑫进建筑工程有限公司,胡红光,存续,2024/3/24,91540195MADDNFUR0D,100万人民币,-,5.40195E+14,91540195MADDNFUR0D,MADDNFUR-0,建筑装饰、装修和其他建筑业,西藏自治区拉萨市柳梧新区南城碧水湾5栋2单元401,许可项目：建设工程施工；建设工程设计；建筑劳务分包；电气安装服务；住宅室内装饰装修（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证件为准）一般项目：工程造价咨询业务；工程管理服务；招投标代理服务；政府采购代理服务；采购代理服务；市政设施管理；工程和技术研究和试验发展；园林绿化工程施工；对外承包工程；体育场地设施工程施工；建筑材料销售；体育用品及器材零售；金属结构销售；办公用品销售；家具销售；太阳能热利用装备销售；照明器具销售；交通及公共管理用标牌销售；第二类医疗器械销售；消防器材销售；电线、电缆经营；专业设计服务；平面设计；广告设计、代理；广告制作；品牌管理；规划设计管理；工业设计服务；工业工程设计服务；集成电路设计；集成电路芯片设计及服务；智能控制系统集成；软件开发；安全技术防范系统设计施工服务；数字技术服务；信息系统集成服务；计算机系统服务；信息系统运行维护服务；安全系统监控服务；消防技术服务；普通机械设备安装服务；环境卫生公共设施安装服务；太阳能发电技术服务；住宅水电安装维护服务；家用电器安装服务；家具安装和维修服务；专业保洁、清洗、消毒服务；房屋拆迁服务；建筑物清洁服务；建筑工程机械与设备租赁；装卸搬运；承接档案服务外包（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
西藏海路空建筑有限公司,程海青,存续,2024/4/17,91540195MADG6UE92U,100万人民币,-,5.40195E+14,91540195MADG6UE92U,MADG6UE9-2,建筑装饰、装修和其他建筑业,西藏自治区拉萨市柳梧新区北京大道11号海亮世纪新城2期13栋1单元1301号,一般项目：工程管理服务；工程造价咨询业务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；政府采购代理服务；市政设施管理；城市绿化管理；信息技术咨询服务；单建式人防工程监理；物业管理；企业管理；企业管理咨询；土石方工程施工；普通机械设备安装服务；农林牧副渔业专业机械的安装、维修；水利相关咨询服务；环保咨询服务；文物文化遗址保护服务；人力资源服务（不含职业中介活动、劳务派遣服务）；劳务服务（不含劳务派遣）；建筑材料销售；建筑装饰材料销售；轻质建筑材料销售；建筑砌块销售；建筑工程用机械销售；建筑防水卷材产品销售；建筑工程机械与设备租赁；对外承包工程；园林绿化工程施工；五金产品零售；机械设备销售；环境保护专用设备销售；水泥制品销售；特种设备销售；信息咨询服务（不含许可类信息咨询服务）；污水处理及其再生利用；集成电路销售；集成电路制造；集成电路设计；专业设计服务；集成电路芯片设计及服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）许可项目：住宅室内装饰装修；建设工程设计；公路工程监理；水运工程监理；建设工程勘察；建设工程施工（除核电站建设经营、民用机场建设）；文物保护工程施工；建筑劳务分包；输电、供电、受电电力设施的安装、维修和试验；建设工程施工（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证件为准）
西藏蓝梦科技有限公司,冀红林,存续,2024/4/23,91540200MADLHW1U1R,100万人民币,-,5.402E+14,91540200MADLHW1U1R,MADLHW1U-1,软件和信息技术服务业,西藏自治区日喀则市桑珠孜区长卡热林61号（自主申报）,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；新材料技术推广服务；物联网技术研发；发电技术服务；信息系统集成服务；安全技术防范系统设计施工服务；物联网技术服务；安全咨询服务；计算机软硬件及辅助设备批发；计算机及办公设备维修；计算机系统服务；互联网设备销售；云计算设备销售；电子产品销售；智能家庭消费设备销售；软件销售；信息安全设备销售；网络设备销售；数字视频监控系统销售；信息安全设备制造；集成电路销售；计算器设备销售；软件开发；人工智能应用软件开发；智能控制系统集成；信息系统运行维护服务；信息技术咨询服务；卫星导航多模增强应用服务系统集成；数字技术服务；云计算装备技术服务；风力发电技术服务；风电场相关系统研发；太阳能发电技术服务；新材料技术研发；特种设备销售；光电子器件销售；电子元器件批发；电子专用设备销售；金属制品销售；仪器仪表销售；办公设备销售；消防器材销售；第二类医疗器械销售；光通信设备销售；电子测量仪器销售；集成电路芯片及产品销售；音响设备销售；通信设备销售；移动通信设备销售；移动终端设备销售；集成电路芯片设计及服务；集成电路设计；体育用品及器材批发；游艺用品及室内游艺器材销售；游艺及娱乐用品销售；数字文化创意内容应用服务；数字文化创意软件开发；办公设备耗材销售；照相机及器材销售；文具用品批发；工艺美术品及收藏品批发（象牙及其制品除外）；会议及展览服务；五金产品批发；农林牧副渔业专业机械的安装、维修；电力行业高效节能技术研发；节能管理服务；电线、电缆经营；建筑装饰材料销售；安防设备销售（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）许可项目：供暖服务；住宅室内装饰装修（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证件为准）
西藏原筑建筑装饰设计工程有限公司,王龙,存续,2024/3/4,91540195MADD85E17U,100万人民币,-,5.40195E+14,91540195MADD85E17U,MADD85E1-7,建筑装饰、装修和其他建筑业,西藏自治区拉萨市柳梧新区百盛城3层西11A、11B、12A、12B,许可项目：住宅室内装饰装修；建设工程施工；建设工程设计；建筑智能化系统设计；人防工程设计（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证件为准）一般项目：专业设计服务；集成电路设计；平面设计；图文设计制作；广告制作；广告设计、代理；会议及展览服务；品牌管理；工业工程设计服务；对外承包工程；工程管理服务；工程造价咨询业务；工程和技术研究和试验发展；摄像及视频制作服务；园林绿化工程施工；城市绿化管理；市政设施管理；规划设计管理；城乡市容管理；建筑物清洁服务；住宅水电安装维护服务；摄影扩印服务；办公用品销售；办公设备销售；办公设备耗材销售；五金产品零售；家具销售；建筑材料销售；防腐材料销售；保温材料销售；地板销售；消防器材销售（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
西藏特力矿业装备有限公司,李子昂,存续,2024/3/25,91540200MADDPXGC9U,300万人民币,-,5.402E+14,91540200MADDPXGC9U,MADDPXGC-9,专用设备制造业,西藏自治区日喀则市桑珠孜区扎德路扎西吉彩林126号一楼门面（自主申报）,一般项目：矿山机械销售；隧道施工专用机械销售；铸造机械销售；农业机械销售；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；储能技术服务；信息技术咨询服务；新能源汽车整车销售；电动汽车充电基础设施运营；汽车销售；特种作业人员安全技术培训；智能物料搬运装备销售；智能控制系统集成；工业机器人销售；智能机器人销售；工业自动控制系统装置销售；普通机械设备安装服务；机械电气设备销售；软件开发；人工智能硬件销售；机械零件、零部件销售；机械零件、零部件加工；工程和技术研究和试验发展；信息系统集成服务；货物进出口；技术进出口；集成电路销售；集成电路芯片及产品销售；电子测量仪器销售；集成电路制造；集成电路设计；汽车零配件批发；劳动保护用品销售；五金产品零售；建筑材料销售；电线、电缆经营（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
西藏骥骅网络科技有限公司,张金全,存续,2024/3/18,91540125MADEUDWC4G,50万人民币,-,5.40125E+14,91540125MADEUDWC4G,MADEUDWC-4,软件和信息技术服务业,西藏自治区拉萨市堆龙德庆区羊达街道城投物流园铝合金一期8-2-2,一般项目：信息系统集成服务；智能控制系统集成；集成电路设计；信息系统运行维护服务；互联网数据服务；互联网安全服务；5G通信技术服务；物联网应用服务；物联网技术服务；云计算装备技术服务；信息技术咨询服务；图文设计制作；广告发布；人力资源服务（不含职业中介活动、劳务派遣服务）；企业形象策划；市场营销策划；专业设计服务；人工智能公共服务平台技术咨询服务；网络技术服务；网络与信息安全软件开发（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
西藏多谷智能科技有限公司,伍建强,存续,2021/8/31,91540195MAB05AAU09,5000万人民币,-,5.40195E+14,91540195MAB05AAU09,MAB05AAU-0,专业技术服务业,拉萨经济技术开发区双创中心A1201室,一般项目：人工智能基础资源与技术平台；人工智能通用应用系统；智能输配电及控制设备销售；智能仪器仪表销售；人工智能硬件销售；智能控制系统集成；电气设备销售；电工仪器仪表销售；电子元器件零售；集成电路设计；专业设计服务；集成电路芯片设计及服务；信息系统运行维护服务；信息系统集成服务；工程管理服务；智能基础制造装备销售；计算机软硬件及辅助设备零售；计算机软硬件及辅助设备批发；电子产品销售；电子专用设备销售；安全系统监控服务；安全技术防范系统设计施工服务；互联网数据服务；5G通信技术服务；云计算装备技术服务；互联网安全服务；网络设备销售；电子专用材料研发；集成电路销售；软件开发；人工智能基础软件开发；人工智能应用软件开发；网络与信息安全软件开发；人工智能理论与算法软件开发；停车场服务；电气信号设备装置销售；数字视频监控系统销售；计算机系统服务；广告设计、代理；广告发布；广告制作；照明器具销售；会议及展览服务；办公设备销售；办公用品销售；图文设计制作；日用百货销售；企业管理；第一类医疗器械销售；第二类医疗器械销售；消防器材销售；教学专用仪器销售；环境保护专用设备销售；安防设备销售；智能家庭消费设备销售；体育用品及器材批发；气体、液体分离及纯净设备销售；卫星遥感应用系统集成；卫星遥感数据处理；人工智能行业应用系统集成服务；数字文化创意技术装备销售；数字文化创意内容应用服务；数字内容制作服务（不含出版发行）；智能机器人销售；可穿戴智能设备销售；互联网销售（除销售需要许可的商品）；互联网设备销售；工业互联网数据服务；科技中介服务；五金产品研发；文化场馆管理服务；物联网技术研发；矿山机械销售；工业工程设计服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）许可项目：建设工程施工；基础电信业务；第一类增值电信业务；第二类增值电信业务；建筑智能化系统设计；住宅室内装饰装修；建筑劳务分包（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证件为准）
西藏鸿川禾茂科技有限公司,李梦,存续,2019/5/27,91540125MA6TE1D9XX,1000万人民币,-,5.40125E+14,91540125MA6TE1D9XX,MA6TE1D9-X,批发业,西藏自治区拉萨市柳梧新区海亮天城1幢1单元102号,一般项目：技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；计算机软硬件及外围设备制造；软件开发；计算器设备销售；通用设备修理；工业设计服务；专业设计服务；信息咨询服务（不含许可类信息咨询服务）；土地使用权租赁；非居住房地产租赁；住房租赁；办公用品销售；土石方工程施工；金属门窗工程施工；家具安装和维修服务；汽车零配件批发；汽车零配件零售；日用百货销售；家用电器销售；集成电路设计；集成电路芯片及产品制造；仪器仪表制造；消防器材销售；智能机器人的研发；数字文化创意软件开发；五金产品零售；五金产品批发；化工产品生产（不含许可类化工产品）；化工产品销售（不含许可类化工产品）；日用品销售；物联网技术服务；工业互联网数据服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）许可项目：电气安装服务；餐饮服务；城市配送运输服务（不含危险货物）（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证件为准）
西藏展泷装饰工程有限公司,陈攀,存续,2023/8/4,91540195MACTGUBQ7T,5000万人民币,-,5.40195E+14,91540195MACTGUBQ7T,MACTGUBQ-7,建筑装饰、装修和其他建筑业,西藏自治区拉萨市柳梧新区天知世界城珑怡B区302室,许可项目：建设工程施工；住宅室内装饰装修；建设工程设计；电气安装服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证为准）一般项目：住宅水电安装维护服务；家具安装和维修服务；家用电器安装服务；建筑装饰材料销售；平面设计；专业设计服务；广告设计、代理；图文设计制作；汽车零配件零售；灯具销售；五金产品零售；化妆品零售；服装服饰零售；工艺美术品及礼仪用品销售（象牙及其制品除外）；电子产品销售；日用口罩（非医用）销售；橡胶制品销售；日用百货销售；劳动保护用品销售；消防器材销售；广告发布；摄像及视频制作服务；集成电路设计；集成电路销售；信息系统集成服务；计算机软硬件及辅助设备零售；软件销售；网络设备销售；通讯设备销售；办公设备销售；信息技术咨询服务；交通及公共管理用标牌销售；数字视频监控系统销售；安全系统监控服务；日用电器修理；对外承包工程；工程管理服务；园林绿化工程施工；体育场地设施工程施工；电气设备修理；雨棚销售（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
拉萨海旭科技有限责任公司,魏大开,存续,2023/10/8,91540091MAD13L8M63,100万人民币,-,5.40091E+14,91540091MAD13L8M63,MAD13L8M-6,-,拉萨经济技术开发区园区南路5号工业中心一期1号楼5层西户505号,一般项目：第一类医疗器械销售；第二类医疗器械销售；建筑材料销售；金属材料销售；金属制品销售；厨具卫具及日用杂品零售；日用品销售；五金产品零售；灯具销售；家具销售；建筑装饰材料销售；金属结构销售；集成电路销售；集成电路芯片及产品销售；建筑用钢筋产品销售；砼结构构件销售；办公设备耗材销售；电子产品销售；软件销售；互联网数据服务；互联网安全服务；物联网应用服务；数字文化创意内容应用服务；区块链技术相关软件和服务；网络技术服务；人工智能公共服务平台技术咨询服务；集成电路设计；信息系统集成服务；智能控制系统集成；物联网技术服务；信息系统运行维护服务；数据处理和存储支持服务；信息技术咨询服务；数据处理服务；计算机系统服务；工业互联网数据服务；数字创意产品展览展示服务；数字技术服务；公共资源交易平台运行技术服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
西藏仕勤科技有限公司,邵攀,存续,2021/7/27,91540195MAB052GF4H,100万人民币,-,5.40195E+14,91540195MAB052GF4H,MAB052GF-4,软件和信息技术服务业,拉萨市柳梧新区君泰国际F栋3层02号,一般项目：集成电路设计；智能控制系统集成；卫星导航多模增强应用服务系统集成；卫星遥感应用系统集成；卫星技术综合应用系统集成；人工智能通用应用系统；人工智能行业应用系统集成服务；物联网技术服务；信息技术服务；数据处理服务；计算机系统服务（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
西藏赛飞特安全环境技术有限公司,王亚明,存续,2020/12/8,91540191MAB03G9Y2Y,100万人民币,-,5.40191E+14,91540191MAB03G9Y2Y,MAB03G9Y-2,专业技术服务业,西藏拉萨市城关区纳金街道纳金东路诺吉花园5栋4单元8楼西户,安全评价业务；安全咨询服务；环保咨询服务；互联网信息服务（不含出版、教育、医疗保健、药品、医疗器械和电子公告服务等内容）；消防技术服务；技术服务、技术开发、技术咨询、技术交流、技术转让、技术推广；节能管理服务；软件开发；互联网数据服务；专业设计服务；信息系统集成服务；集成电路设计；社会稳定风险评估；水利相关咨询服务；土壤污染治理与修复服务；水资源管理；数据处理服务；资源循环利用服务技术咨询。【依法须经批准的项目，经相关部门批准后方可开展活动】
西藏霆晟实业有限公司,王勇,存续,2019/12/11,91540195MA6TFADP0P,500万人民币,-,5.40195E+14,91540195MA6TFADP0P,MA6TFADP-0,零售业,西藏自治区拉萨市柳梧新区世纪大道以北察古大道以东南城碧水湾2栋1单元501,许可项目：住宅室内装饰装修；建设工程施工；建设工程设计；建筑劳务分包；电气安装服务（依法须经批准的项目，经相关部门批准后方可开展经营活动，具体经营项目以相关部门许可证件为准）一般项目：工程造价咨询业务；工程管理服务；招投标代理服务；政府采购代理服务；采购代理服务；市政设施管理；工程和技术研究和试验发展；园林绿化工程施工；对外承包工程；体育场地设施工程施工；建筑材料销售；体育用品及器材零售；金属结构销售；办公用品销售；家具销售；太阳能热利用装备销售；照明器具销售；交通及公共管理用标牌销售；第二类医疗器械销售；消防器材销售；电线、电缆经营；专业设计服务；平面设计；广告制作；广告设计、代理；品牌管理；规划设计管理；工业设计服务；工业工程设计服务；集成电路设计；智能控制系统集成；软件开发；集成电路芯片设计及服务；安全技术防范系统设计施工服务；数字技术服务；信息系统集成服务；计算机系统服务；信息系统运行维护服务；安全系统监控服务；消防技术服务；普通机械设备安装服务；环境卫生公共设施安装服务；太阳能发电技术服务；住宅水电安装维护服务；家用电器安装服务；家具安装和维修服务；专业保洁、清洗、消毒服务；房屋拆迁服务；建筑物清洁服务；住房租赁；建筑工程机械与设备租赁；装卸搬运；承接档案服务外包（除依法须经批准的项目外，自主开展法律法规未禁止、限制的经营活动）
西藏科斯洛智能科技有限公司,陈昌虎,存续,2016/8/4,91540195MA6T1FC580,2000万人民币,160万人民币,5.40195E+14,91540195MA6T1FC580,MA6T1FC5-8,软件和信息技术服务业,西藏自治区拉萨市柳梧新区高度江南岸2栋2单元2104号,信息系统集成（不含二三级）；信息化系统开发、销售、维护；计算机硬件销售、维护；信息技术服务；集成电路设计；电子产品、安防设备、通讯设备、办公耗材、音响设备的销售及安装；楼宇智能化、节能电子产品、数字智能、家用电器安装维护；安防工程、弱电工程、建筑智能化工程设计及施工；停车场管理、承包、经营；农牧业综合开发项目；新能源项目开发、建设。供暖、供氧设备的销售、安装及维护；智能加湿设备的销售、安装及维护；防雷工程设计、施工、检测；气象设备的销售、安装及运维；机电设备安装工程施工（以上经营范围以工商行政管理机关核定为准）。
